Subject,subject_id
Missouri Buttes (Wyoming),3264
Crow Butte (Nebraska),3265
Crow Indians,3266
"Calamity Jane, 1856-1903",3267
Calamity Peak (South Dakota),3268
Fall River (South Dakota),3269
Placer mining,3270
Shovels,3271
Smelting,3272
Hydraulic mining,3273
Fire fighting equipment,3274
Running races,3275
Volunteer fire departments,3276
"Hickok, Wild Bill, 1837-1876",3277
"Astrology, Arab",3278
Occultism,3279
"Franklin, John, Sir, 1786-1847",3280
"Imperial Trans-Antarctic Expedition, 1914-1917",3281
"Barton, Clara, 1821-1912",3282
Gjøa (Ship),3283
Peacock (Sloop of war),3284
"I︠A︡savi, Akhmed, died 1166",3285
Kazakh literature,3286
Kazakh poetry,3287
Adventure stories,3288
Don Quixote (Fictitious character),3289
Picaresque literature,3290
Osuna Codex,3291
Alphonsine Tables,3292
Garment cutting,3293
Pattern design,3294
Notebooks,3295
"Cid, circa 1043-1099",3296
Falconry,3297
Gazelles,3298
Hunters,3299
"Khalid, Shaykh",3300
"Zāyid ibn Sulṭān Āl Nahayyān, 1918-2004",3301
Deserts,3302
Palaces,3303
Qasr al-Husn,3304
Buddhist art,3305
Buddhist gods,3306
Swordsmiths,3307
"Gomizunoo, Emperor of Japan, 1596-1680",3308
Kaguyahime (Fictitious character),3309
Rice cakes,3310
Gion Festival,3311
"Bodhidharma, 6th century",3312
Kites,3313
"Ichikawa, Danjūrō, 1838-1903",3314
"Ichikawa, Sadanji, 1842-1904",3315
"Onoe, Kikugorō, 1844-1903",3316
Bears,3317
Pheasants,3318
Clamming,3319
Shells,3320
Musical theater,3321
Nō plays,3322
Comparative government,3323
"Iwakura, Tomomi, 1825-1883",3324
"Kido, Takayoshi, 1833-1877",3325
"Ōkubo, Toshimichi 1830-1878",3326
"Sanjō, Sanetomi, 1837-1892",3327
"Itō, Hirobumi, 1841-1909",3328
Japan. Sūmitsuin (Privy Council),3329
Meetings,3330
Privy councils,3331
Constitution Popularization Society,3332
Emigrants,3333
Japanese -- Brazil,3334
Seattle Maru (Ship),3335
Foreign study,3336
Ci (Chinese poetry),3337
Deportation,3338
"National Memory of the World Register, Latvia",3339
"Ķegums Hydro Power Plant (Ķegums, Latvia)",3340
Latvenergo (Latvia),3341
Sluice gates,3342
Latvian poetry,3343
Avarice,3344
Light,3345
Psychology,3346
Muʻallaqāt,3347
"Autolycus, 2nd century",3348
Euclid,3349
Optics,3350
"Theodosius, 1st century B.C.",3351
Caliphs,3352
"Songs, Arabic",3353
Arabic literature,3354
Hayy ibn Yaqdhan,3355
"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik, died 1185",3356
Anthropology,3357
"Poets, Arab",3358
Hinduism and culture,3359
"Mutanabbī, Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 16-965",3360
Muslim philosophers,3361
Arabs -- Spain,3362
"Ibn al-Khaṭīb, died 1374",3363
Fārābī,3364
"Philosophers, Ancient",3365
Etiquette,3366
Islam -- Doctrines,3367
Sin,3368
Alchemists,3369
Eloquence,3370
Oratory,3371
"Ibn Khaldūn, 1332-1406",3372
"Ibn Batuta, 1304-1377",3373
Spiritual healing,3374
"Philosophy, Ancient",3375
Plato,3376
Soul,3377
Surgery,3378
Bosnian language,3379
Printing--Ukraine,3380
Missals,3381
Ukrainian poetry,3382
Cantatas,3383
Choral music,3384
Christmas music,3385
Oratorios,3386
Weihnachts-Oratorium,3387
Medical astrology,3388
German poetry,3389
Reformation,3390
Cable cars (Streetcars),3391
Journalism,3392
"Dole, Sanford B. (Sanford Ballard), 1844-1926",3393
"Liliuokalani, Queen of Hawaii, 1838-1917",3394
Buganda,3395
Ganda (African people),3396
Land tenure,3397
Land titles,3398
Lango (African people),3399
Lango language (Uganda),3400
Physical geography,3401
Basoga (African people),3402
Church of England--Uganda,3403
Teso (African people),3404
"Mackay, A. M. (Alexander Murdoch), 1849-1890",3405
Romanian imprints,3406
Ankole (Uganda),3407
Nyankole (African people),3408
"Callis, John Samuel, 1870-1897",3409
Tooro (African people),3410
Toro (Uganda),3411
"Carbery, John Vaughan, Earl of, circa 1639-1713",3412
"Carlisle, Charles Howard, Earl of, 1629-1685",3413
Population,3414
Folk art,3415
"Díaz, Porfirio, 1830-1915",3416
Mexican literature,3417
Spanish poetry,3418
Oases,3419
Jugglers,3420
Coffee,3421
Coffeehouses,3422
Coffeepots,3423
Educational facilities,3424
Cookware,3425
Couscous,3426
Carpets,3427
Rug and carpet industry,3428
Chess,3429
Bosporus (Turkey),3430
Golden Horn (Turkey),3431
Ayasofya Müzesi (Hagia Sophia),3432
"Marmara, Sea of (Turkey)",3433
Carthage (Extinct city),3434
Stone carving,3435
Jewelry stores,3436
Furniture stores,3437
Tables,3438
Snake charmers,3439
Pitchers,3440
"Ahmad, Bey of Tunis, 1806-1855",3441
Street-railroads,3442
"Askolʹd, kni︠a︡zʹ, died 882 -- Tomb",3443
"Khmelʹnyt︠s︡ʹkyĭ, Bohdan, circa 1594-1657",3444
Holy wells,3445
Kiev National Taras Shevchenko University,3446
"Babur, Emperor of Hindustan, 1483-1530",3447
Rome,3448
"Qajar dynasty, 1794-1925",3449
Talmud,3450
Pageants,3451
Kanjur,3452
"Maximilian I, Holy Roman Emperor, 1459-1519",3453
Fugger family,3454
Neoplatonism,3455
Plotinus,3456
"Henry VIII, King of England, 1491-1547",3457
Javanese literature,3458
Javanese poetry,3459
Romance of Amīr Ḥamza,3460
"Fables, Indic",3461
"Agilolfing, House of",3462
"Law, Medieval",3463
"Benedict, Saint, Abbot of Monte Cassino",3464
Benedictines,3465
"Cato, Dionysius",3466
Thai poetry,3467
Dance of death,3468
"Ignatius, of Loyola, Saint, 1491-1556",3469
"Colombia--History--Insurrection of the Comuneros, 1781",3470
"Sermons, Spanish",3471
Sioni language,3472
Chibcha language,3473
Colombian literature,3474
Codex Trujillo del Perú,3475
Saliba language,3476
Achagua language,3477
Quechua language,3478
"Regional Memory of the World Register, Scientific Memory of Andean America",3479
"Codazzi, Agustín, 1793-1859",3480
"Río Chico (Miranda, Venezuela)",3481
"Ruiz, Nevado del (Colombia)",3482
Goldwork,3483
Saliva Indians,3484
Guahibo Indians,3485
Espeletia,3486
"Bolívar, Simón, 1783-1830",3487
"Colombia -- History -- War of Independence, 1810-1822",3488
Boatbuilding,3489
Palm frond weaving,3490
Cloaks,3491
Looms,3492
Tobacco industry,3493
Liquor stores,3494
Coconuco Indians,3495
Weaving,3496
Spinning,3497
Macaguan Indians,3498
Blowguns,3499
Koreguaje Indians,3500
"Albis, Manuel María",3501
Camsa Indians,3502
Agaves,3503
Fiber plants,3504
Andaqui Indians,3505
Guaqui Indians,3506
Panche Indians,3507
Iron foundries,3508
Iron-works,3509
Goats,3510
Farming,3511
Guitar,3512
Muisca Indians,3513
Anise,3514
Cacao,3515
Aerial tramways,3516
Rope,3517
Andes (Mountains),3518
Ranchers,3519
Pigs,3520
Manufacturing processes,3521
Tobacco,3522
Magdalena River (Colombia),3523
"Tolima, Nevado del (Colombia)",3524
Plantain banana,3525
Saddles,3526
"Huila, Nevado del (Colombia)",3527
Plata River (Colombia),3528
Petroglyphs,3529
Fires,3530
Smoke,3531
Don River,3532
Don River Region,3533
Kiel Canal (Germany),3534
Armistice Day,3535
Labor unions,3536
Terrorism,3537
"Pershing, John J. (John Joseph), 1860-1948",3538
"Poincaré, Raymond, 1860-1934",3539
Slovenes,3540
French newspapers,3541
Trench warfare,3542
Croats,3543
Yugoslavs,3544
Neutrality,3545
Scheldt River,3546
"Herzl, Theodor, 1860-1904",3547
Zionism,3548
Book of Sindbad,3549
"Anglo-Burmese War, 1st, 1824-1826",3550
Stūpas,3551
"Ḥabibullah Khān, Amir of Afghanistan, died 1919",3552
British Somaliland,3553
Brass instruments,3554
Moroccans,3555
Trumpet,3556
Trumpet players,3557
Mercenary troops,3558
Turks,3559
Ashanti (African people),3560
Brigands and robbers,3561
Shields,3562
"Aurangzeb, Emperor of Hindustan, 1618-1707",3563
Virginius (Steamer),3564
"Anglo-Spanish War, 1585-1604",3565
"Victoria, Queen of Great Britain, 1819-1901",3566
Church of England,3567
"Tucker, Alfred Robert, 1849-1914",3568
Christian union,3569
"Peel, William George, 1854-1916",3570
"Willis, John Jamieson, 1872–1954",3571
"Weston, Frank, 1871-1924",3572
Futurism (Art),3573
Futurism (Literary movement),3574
Russian poetry,3575
"Fairmount Park (Philadelphia, Pennsylvania)",3576
"Fairmount Water Works (Philadelphia, Pennsylvania)",3577
Rowing,3578
Schuylkill River (Pennsylvania),3579
"Pennsylvania Hall (Philadelphia, Pennsylvania)",3580
Girard College,3581
Sports spectators,3582
Dance halls,3583
Dance--Study and teaching,3584
Fairs,3585
"Great Central Fair for the U.S. Sanitary Commission (1864 : Philadelphia, Pennsylvania)",3586
Newspaper industry,3587
Marches (Piano),3588
African American churches,3589
"African Methodist Episcopal Church (Philadelphia, Pennsylvania)",3590
Friends' meeting houses,3591
Hicksites,3592
Society of Friends,3593
Episcopal churches,3594
"Saint Peter's Episcopal Church (Philadelphia, Pennsylvania)",3595
"Saint Mary's Church (Philadelphia, Pennsylvania)",3596
First Congregational Society of Unitarian Christians in the City of Philadelphia,3597
Unitarian Universalist churches,3598
Textile factories,3599
Irish Americans,3600
Clubhouses,3601
Hunting and fishing clubs,3602
Hardware stores,3603
Beer,3604
Breweries,3605
Upholstery trade,3606
Piano,3607
Piano makers,3608
Mantels,3609
Marble industry and trade,3610
Glass,3611
Chemical industry,3612
Lead industry,3613
Physical fitness,3614
"American Classical and Military Lyceum (Mount Airy, Philadelphia, Pennsylvania)",3615
Bank of Philadelphia,3616
Optical illusions,3617
"Philadelphia, Germantown, and Norristown Rail Road Company",3618
Bank of the United States (1816-1836),3619
Goldsmiths,3620
Parade floats,3621
Silversmiths,3622
"Friends Hospital (Philadelphia, Pennsylvania)",3623
Mentally ill,3624
Psychiatric hospitals,3625
Leather industry,3626
"Arcade Building (Philadelphia, Pennsylvania)",3627
Dry goods stores,3628
Eastern State Penitentiary of Pennsylvania,3629
Blockley Almshouse,3630
Orphanages,3631
Girard National Bank of Philadelphia,3632
"Merchants' Exchange (Philadelphia, Pennsylvania)",3633
Merchants' exchanges,3634
Demolition,3635
Philadelphia High School for Young Ladies,3636
United States Mint,3637
Customhouses,3638
Lithographers,3639
Boathouses,3640
Hat trade,3641
"Oakford, Charles",3642
"Church of the Nativity (Philadelphia, Pa.)",3643
"Le Brun, Napoleon, 1821-1901",3644
"Laurel Hill Cemetery (Philadelphia, Pennsylvania)",3645
Alcoholic beverage industry,3646
Liquors,3647
Bookbinders,3648
Paper industry,3649
Rag trade,3650
Stationery trade,3651
Anti-Catholicism,3652
Nativism,3653
Riots,3654
"Saint Augustine's (Church: Philadelphia, Pennsylvania)",3655
"Cadwalader, George, 1806-1879",3656
Philadelphia Greys. Artillery Corps,3657
Soliders,3658
Pharmacists,3659
Wallpaper industry,3660
Clock and watch industry,3661
"Implements, utensils, etc.",3662
Teapots,3663
Bedding,3664
Bedding industry,3665
Feathers,3666
Mattresses,3667
Swans,3668
Machinery industry,3669
Printing,3670
Roofing,3671
Stove industry,3672
Stoves,3673
Tin industry,3674
Nurseries (Horticulture),3675
Seed industry and trade,3676
Grocery stores,3677
Clerks,3678
Cabinetwork,3679
Clock and watch making,3680
Pharmaceutical industry,3681
Brass industry,3682
Vessels,3683
Glass trade,3684
Porcelain industry,3685
Paint industry and trade,3686
Coffins,3687
Hearses,3688
Undertakers and undertaking,3689
Fur garments,3690
Hides and skins,3691
Tassels,3692
Trimmings,3693
Dye industry,3694
Hardware,3695
Toy industry,3696
Shoe industry,3697
Shoemakers,3698
Shoes,3699
Candle industry,3700
Candlemaking,3701
Soap factories,3702
Geomagnetism,3703
Meteorology,3704
Athenaeums,3705
"Notman, John, 1810-1865",3706
Bridles,3707
Leather goods stores,3708
Saddlery,3709
Hat industry,3710
Carriage and wagon making,3711
Carriage manufacturers and dealers,3712
Harness making and trade,3713
Bookstores,3714
Tea trade,3715
Wholesale trade,3716
Clothing stores,3717
Stationers,3718
Street cleaning,3719
Toy stores,3720
"Saint John the Evangelist Church (Philadelphia, Pennsylvania)",3721
"City Hall (Philadelphia, Pennsylvania)",3722
"Congress Hall (Philadelphia, Pennsylvania)",3723
"Independence Hall (Philadelphia, Pennsylvania)",3724
"Architecture, Georgian",3725
"Christ Church (Philadelphia, Pennsylvania)",3726
"Columbia Railroad Bridge (Philadelphia, Pennsylvania)",3727
Reading Company,3728
"Philadelphia Naval Shipyard (Philadelphia, Pennsylvania)",3729
Rest homes,3730
"United States Naval Home, Pennsylvania",3731
"United States Custom House (Philadelphia, Pennsylvania)",3732
Marble,3733
Gangs,3734
Playbills,3735
Library Company of Philadelphia,3736
Tinsmiths,3737
Perspective,3738
Trompe l'oeil images,3739
Floor coverings industry,3740
Oilcloth,3741
Brass founding,3742
Foundries,3743
Nonprescription drug industry,3744
Patent medicines,3745
Perfumes industry,3746
Military paraphernalia,3747
Military supplies,3748
Millinery stores,3749
Distillation apparatus,3750
Pine oil,3751
Turpentine industry and trade,3752
Varnish industry,3753
Blacksmithing,3754
Forge shops,3755
Copper work,3756
Coppersmiths,3757
Cherubs (Art),3758
First aid in illness and injury,3759
Rescue work,3760
Hosiery industry,3761
Fountain Green (Pennsylvania : Estate),3762
"McMakin, Andrew, 1809-1869",3763
"Miltenberger, Anthony Felix Wybert, 1789?-1869",3764
Curing (Preservation),3765
Meat,3766
"United States Hose Company (Philadelphia, Pennsylvania)",3767
"Cresson, John C. (Chapman), 1806-1876",3768
Gas industry,3769
Industrial facilities,3770
Philadelphia Gas Works,3771
Public utility companies,3772
"Schuylkill Water Works (Philadelphia, Pennsylvania)",3773
Mansions,3774
Fraternal lodges,3775
Freemasons,3776
Masonic buildings,3777
"Birkinbine, Henry P. M.",3778
Standpipes,3779
"Trotter, Edward H.",3780
"Twenty-fourth Ward Water Works (Philadelphia, Pennsylvania)",3781
Machine shops,3782
Machinists,3783
Continuing education,3784
Mechanics' institutes,3785
"Emmanuel Episcopal Church (Philadelphia, Pennsylvania)",3786
"Maxwell, John Gordon, died 1867",3787
Presbyterian churches,3788
"Friends' Almshouse (Philadelphia, Pennsylvania)",3789
Auctions,3790
Horse dealers,3791
Philadelphia General Hospital,3792
Pennsylvania Institution for the Instruction of the Blind,3793
"Pennsylvania Hospital (Philadelphia, Pennsylvania)",3794
University of Pennsylvania,3795
Egyptian revival (Architecture),3796
"Moyamensing Prison (Philadelphia, Pennsylvania)",3797
"Sloan, Samuel, 1815-1884",3798
"Stewart, John, active 1845-1885",3799
Boiler-making industry,3800
"Manship, Andrew, born 1824",3801
Methodist Episcopal Church,3802
Cooper Shop Volunteer Refreshment Saloon,3803
"Union Volunteer Refreshment Saloon and Hospital (Philadelphia, Pennsylvania)",3804
"Citizens Volunteer Hospital Association (Philadelphia, Pennsylvania)",3805
"Cooper, William M., 1824-1892",3806
"Carpenters' Hall (Philadelphia, Pennsylvania)",3807
Congresses and conferences,3808
"Graff House (Philadelphia, Pennsylvania)",3809
Showrooms,3810
Alcohol fuel industry,3811
Jackets,3812
Shirts,3813
Trousers,3814
Gas light fixtures industry,3815
Piping,3816
Plumbing stores,3817
"Autenrieth, C. M. (Charles M.), 1856-1908",3818
"Collins, Edward, 1821-1902",3819
Home furnishing stores,3820
Pails,3821
"Hoxie, S. K.",3822
Flour and meal industry,3823
Alfred Jenks and Son,3824
Engravers,3825
Jewelers,3826
New Jersey (Ferryboat),3827
"Dickens, Charles, 1812-1870",3828
Peterson's magazine,3829
Rubber,3830
Rubber industry,3831
Ink industry,3832
Agricultural exhibitions,3833
United States Agricultural Society,3834
Skating,3835
Cornelius & Baker,3836
Galleries (Display spaces),3837
"Lafayette, Marie Joseph Paul Yves Roch Gilbert du Motier, marquis de, 1757-1834",3838
Liberty Bell,3839
"Peale, Charles Willson, 1741-1827",3840
"Penn, William, 1644-1718",3841
"Zion--Saint Michael's Lutheran Church (Philadelphia, Pennsylvania)",3842
"Beck's Shot Tower (Philadelphia, Pennsylvania)",3843
Confections,3844
Refineries,3845
Sugar industry,3846
Sugar--Manufacture and refining,3847
Alcoholic beverages,3848
Weather vanes,3849
Match industry,3850
Floor coverings,3851
Polishes industry,3852
Brewing industry,3853
Philadelphia Society for Alleviating the Miseries of Public Prisons,3854
"White, William, 1748-1836",3855
Towing,3856
Crates,3857
"Harrison, Joseph Jr., 1810-1874",3858
Steamboat accidents,3859
Silk,3860
Silk industry,3861
"Woodlands Cemetery (Philadelphia, Pennsylvania)",3862
Tailor shops,3863
"Architecture, Norman",3864
"Architecture, Romanesque",3865
Moravian Church,3866
Protestantism,3867
Mailboxes,3868
"Potts, Albert",3869
Correctional institutions,3870
"House of Refuge (Philadelphia, Pennsylvania)",3871
Juvenile detention homes,3872
Firefighting,3873
"Aramingo Canal (Philadelphia, Pennsylvania)",3874
Cooper Shop Soldiers' Home,3875
"Logan Square (Philadelphia, Pennsylvania)",3876
United States Sanitary Commission,3877
Pennsylvania Institution for the Deaf and Dumb,3878
"Mower Hospital (Philadelphia, Pennsylvania)",3879
Disaster victims,3880
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",3881
"Samarqandī, Muḥammad ibn Ashraf, 13th century",3882
"Averröes, 1126-1198",3883
Russian drama,3884
Georgian Bay (Ontario : Bay),3885
"Huron, Lake (Michigan and Ontario)",3886
"Ontario, Lake (New York and Ontario)",3887
"Simcoe, Lake (Ontario)",3888
France in America,3889
Mississippi River,3890
Pikes Peak (Colorado),3891
Post roads,3892
Independence Hall,3893
Electric generators,3894
Electric industry workers,3895
Pittsburgh Region (Pennsylvania),3896
Westinghouse Electric and Manufacturing Company,3897
Power hammers,3898
"Gettysburg, Battle of, Gettysburg, Pennsylvania, 1863",3899
Coal miners,3900
Amish,3901
Gloria Dei Church,3902
Mason-Dixon Line,3903
Monongahela River (West Virginia and Pennsylvania),3904
Allegheny River (Pennsylvania and New York),3905
Ohio River,3906
Fort Pitt (Pennsylvania),3907
Monongahela River Valley (West Virginia and Pennsylvania),3908
"Monongahela, Battle of the, Pennsylvania, 1755",3909
"United States -- History -- French and Indian War, 1754-1763",3910
Ohio River Valley,3911
Carnegie libraries,3912
Renderings,3913
Tuscarawas River (Ohio),3914
"Erie, Lake",3915
"Wright, Orville, 1871-1948",3916
"Wright, Wilbur, 1867-1912",3917
"Michigan, Lake",3918
"Superior, Lake",3919
Political posters,3920
Lubok (Narrative art prints),3921
Carpathian Mountains,3922
Elijah (Biblical prophet),3923
Yiddish literature,3924
International law,3925
Public opinion,3926
Oromo (African people),3927
"Theodore II, Negus of Ethiopia, died 1868",3928
Anglo-Indians,3929
Rāpti River,3930
Bulls,3931
Ganges River (India and Bangladesh),3932
Messengers,3933
Hazāras,3934
Khyber Pass (Afghanistan and Pakistan),3935
Kabul River (Afghanistan and Pakistan),3936
Tajiks,3937
Afghan Wars,3938
Sikhs,3939
Gurkhas,3940
Swings,3941
"Cavagnari, Pierre Louis Napoleon, Sir, 1841-1879",3942
"Habibullah Khan, Mustanfi",3943
"Mohammad Yaqub Khan, Amir of Afghanistan, 1849-1923",3944
Jamaicans,3945
Tijānīyah,3946
Conflict management,3947
Nonviolence,3948
Pacifism,3949
"Ibn Zākūr, Muḥammad ibn Qāsim, died 1708",3950
"Cortés, Martín 1532-1589",3951
Petitions,3952
Valle de Oaxaca (New Spain),3953
American poetry,3954
"Whitman, Walt, 1819-1892",3955
"Whitman, Louisa Van Velsor, 1795-1873",3956
Butterflies,3957
Islamic education,3958
Teaching,3959
Urdu literature,3960
"Jahangir, Emperor of Hindustan, 1569-1627",3961
"Nūr Jahān, Empress, consort of Jahangir, Emperor of Hindustan, died 1645",3962
Persian drama,3963
Babylon (Extinct city),3964
Nineveh (Extinct city),3965
Port Blair (India),3966
Urdu language,3967
Urdu poetry,3968
Homeopathy,3969
Urdu newspapers,3970
Panjabi language,3971
Survey of India,3972
Arranged marriage,3973
Bengali fiction,3974
Hanbalites,3975
"Ibn Ḥanbal, Aḥmad ibn Muḥammad, 780-855",3976
"Maqdisi, Shams ad-Din Abu Abdullah Muhammad bin Ahmed ibn Abdul Hadi, died circa 1343",3977
Gynecology,3978
Obstetrics,3979
Diplomatic relations,3980
International relations,3981
Autopsy,3982
Horticulture,3983
Planting (Plant culture),3984
Vegetables,3985
"Swingle, Walter T. (Walter Tennyson), 1871-1952",3986
Conservation of natural resources,3987
"Li, Zicheng, 1606-1645",3988
"Magallanes Moure, Manuel, 1878-1924",3989
"Mistral, Gabriela, 1889-1957",3990
"Poets, Chilean",3991
Grand Sovereign Dynastic Hospitaller Order of Saint John,3992
Knights of Malta,3993
Desert Fathers,3994
Plates (Tableware),3995
Tokyo Bay (Japan),3996
Abe River (Japan),3997
Cocoa,3998
Basa (Cameroonian people),3999
Bavuma (African people),4000
Budu (African people),4001
Hima (African people),4002
"Kagwa, Apolo, Sir, 1864?-1927",4003
Kikuyu (African people),4004
Maasai (African people),4005
Insects,4006
Bats,4007
"Bellefonds, Ernest Linant de",4008
"Gordon, Charles George, 1833-1885",4009
"Stanley, Henry M. (Henry Morton), 1841-1904",4010
"Copernicus, Nicolaus, 1473-1543",4011
Meteorites,4012
"Church-Archeological Society (Kiev, Ukraine)",4013
"Uspensky, Porfiry (Constantin Alexandrovich), 1804-1885",4014
"Fedorov, Ivan, circa 1510-1583",4015
"Cathedral of Saint Sophia (Kiev, Ukraine)",4016
Varangians,4017
Baptisteries,4018
Peresopnytsia Gospel,4019
"Authors, Russian",4020
"Gogolʹ, Nikolaĭ Vasilʹevich, 1809-1852",4021
Russian literature,4022
Bronze age,4023
"Saint Vladimir’s Cathedral (Kiev, Ukraine)",4024
Uzh River,4025
"Art, Russian",4026
Symbolism (Art movement),4027
"Vrubelʹ, Mikhail Aleksandrovich, 1856-1910",4028
"Ment︠s︡ynsʹkyĭ, Modest Omeli︠a︡novych, 1875-1935",4029
"Gama, Vasco da, 1469-1524",4030
Ukrainian drama,4031
Bukovina (Romania and Ukraine),4032
"Songs, Russian",4033
"Feofan, Archbishop of Novgorod, 1681-1736",4034
Ukrainian literature,4035
Ukrainian language,4036
Ukrainians,4037
Hudson River (New York and New Jersey),4038
Atlantic Coast (South America),4039
"Mexico, Gulf of",4040
Santiago de Cuba Bay (Cuba),4041
Chesapeake Bay (Maryland and Virginia),4042
Middle Atlantic States,4043
Hudson River Valley (New York and New Jersey),4044
Delaware Bay (Delaware and New Jersey),4045
Notaries,4046
Juvenal,4047
"Ovid, 43 B.C.-17 or 18 A.D.",4048
"Propertius, Sextus, circa 50 B.C.-15 A.D.",4049
"Statius, Publius Papinius, circa 45-circa 95",4050
Florentine Codex,4051
Literature,4052
Guelfs and Ghibellines,4053
"Montaperti, Battle of, Italy, 1260",4054
Antiphonaries,4055
Latin poetry,4056
"Dialogues, Greek",4057
Fatwas,4058
Jihad,4059
"Qājār, Fatḥ ʻAlī Shāh, Shah of Iran, died 1834",4060
"Russo-Persian War, 1804-1813",4061
"Mythology, Roman",4062
Superstition,4063
Byzantine Empire,4064
"Royal Palace (Madrid, Spain)",4065
"Goya, Francisco, 1746-1828",4066
Scientific ability,4067
Music theory,4068
Music--Encyclopedias,4069
Tragicomedy,4070
Spaniards,4071
Aramaic language,4072
Greek language,4073
Hebrew language,4074
Toletanus Codex,4075
Latin language,4076
Librettos,4077
Brotherhood Monastery School,4078
Kyiv-Mohyla Academy,4079
"Mohyla, Petro, Metropolitan of Kiev and Galicia, 1597-1647",4080
"Agnes, Saint, Martyr",4081
"Margaret, of Antioch, Saint",4082
"Music, Byzantine",4083
"Crusades -- First, 1096-1099",4084
"Godfrey, of Bouillon, circa 1060-1100",4085
Blood--Circulation,4086
Elephantiasis,4087
"Philosophy, Medieval",4088
Dioscurides Neapolitanus,4089
Aerialists,4090
Circus performers,4091
Barnum and Bailey,4092
Ringling Brothers,4093
Ringling Brothers Barnum and Bailey Combined Shows,4094
Cole Brothers Circus,4095
Great Forepaugh Show,4096
John Robinson's Circus,4097
Hagenbeck-Wallace Circus,4098
"Beatty, Clyde, 1903-1965",4099
"King, Allen",4100
Sells-Floto Circus,4101
Sukkah,4102
Sukkot,4103
Turbans,4104
Squashes,4105
Samovars,4106
Asians,4107
Robes,4108
Yogurt,4109
Merry-go-rounds,4110
Wheelbarrows,4111
Ramadan,4112
Incense,4113
Sufis,4114
East Indians,4115
Circumcision,4116
Dumplings,4117
Bees,4118
Photography,4119
Salt,4120
Beadwork,4121
Judicial proceedings,4122
"Emin Pasha, 1840-1892",4123
"Lugard, Frederick John Dealtry, baron, 1858-1945",4124
Kara-Tau (Mountains),4125
Guilds,4126
Afghans,4127
Iranians,4128
Romanies,4129
Acrobatics,4130
Veils,4131
Judaism,4132
Synagogues,4133
Tefillin,4134
Dowry,4135
Portuguese poetry,4136
Circus spectacles,4137
Zebras,4138
"Koran -- Criticism, interpretation, etc.",4139
"Qudūrī, Aḥmad ibn Muḥammad, 972 or 973-1037",4140
"Mawṣilī, ʻAbd Allāh ibn Maḥmūd, 1202 or 1203-1284",4141
Islamic Empire,4142
Tithes,4143
Joseph (Biblical figure),4144
Maghrebi script,4145
Shādhilīyah,4146
"ʻAbbās I, Shah of Iran, 1571-1629",4147
Archery,4148
"Ismāʻīl II, Shah of Iran, 1533 or 4-1577",4149
"Authors, Danish",4150
Daguerreotype,4151
"Heiberg, Johanne Luise, 1812-1890",4152
Defensor pacis,4153
Aerial photographs,4154
"Fort Christian (Charlotte Amalie, Virgin Islands)",4155
Olympic (Steamship),4156
Titanic (Steamship),4157
Table Bay (South Africa),4158
"Table Mountain (Western Cape, South Africa)",4159
Domestic animals,4160
Vultures,4161
Shades and shadows,4162
Muntiacus,4163
Tapirs,4164
Iran. National Consultative Assembly,4165
"Andronicus, Titus (Legendary character)",4166
English language,4167
Goths,4168
"Rome--History--Germanic Invasions, 3rd-6th centuries",4169
Commonplace-books,4170
"Art, Belarusian",4171
"Tychyna, Anatoly K., 1897–1986",4172
Bialowieza Forest (Poland and Belarus),4173
Wildlife management,4174
Rosaries (Prayer books),4175
Radziwill family,4176
Armenian poetry,4177
Early printed books,4178
"Songs, Armenian",4179
Great Game (South Asia),4180
"Pollock, George, 1786-1872",4181
"ʻAbd al-Raḥmān Khān, Amir of Afghanistan, 1844-1901",4182
Highway planning,4183
Inter-American highway,4184
Pan American Highway System,4185
Mayan languages,4186
"Spanish-American War, 1898",4187
"Apollinaris, Bishop of Laodicea, died approximately 390",4188
Arianism,4189
"Basil, Saint, Bishop of Caesarea, approximately 329-379",4190
"Claudianus, Claudius, circa 375-circa 404",4191
Coptic Church,4192
"Gregory, of Nazianzus, Saint, circa 330-circa 389",4193
"Mark, Saint",4194
"Herod I, King of Judea, 73 B.C.-4 B.C.",4195
"Jerusalem--History--Siege, 70 A.D.",4196
"Josephus, Flavius, circa 37-circa 100",4197
"Mariamne, consort of Herod I, King of Judea, approximately 57 B.C.-approximately 29 B.C.",4198
"Titus, Emperor of Rome, 39-81",4199
Bohairic dialect,4200
Coptic language,4201
Coptic calendar,4202
"Obama, Barack, born 1961",4203
Meditations,4204
Masorah,4205
Central Pacific Railway Company,4206
"Wright, Milton, 1828-1917",4207
Bicycle shops,4208
Lathes,4209
"Chesapeake and Ohio Canal (Maryland and Washington, D.C.)",4210
Potomac River,4211
"Bell, Alexander Graham, 1847-1922",4212
Inventors,4213
Telephone,4214
"Woolworth Building (New York, New York)",4215
Shu jing,4216
Ethics--China,4217
Etiquette--China,4218
The Book of Rites,4219
"Five dynasties and the Ten kingdoms, 907-979",4220
"China--History--Warring States, 403-221 B.C.",4221
"Song Taizong, Emperor of China, 939-997",4222
Wu Xian (China),4223
"Names, Geographical--China",4224
